Source:,http://hfrportal.moh.go.tz/index.php?r=facilities/BedCapacity,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Bed Capacity for operating facility As of 05-08-2021 16:19:42,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Facility Number,Facility Name,Latitude,Longitude,Common Name,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Date Opened,Official Phone Number,Available Bed
112194-6,Omega,-6.80649,39.25404,Omega Dental Care Clinic,Dar es Salaam Region,Kinondoni District,Kinondoni MC,Ndugumbi,,Basic Dental Clinic,,Private,01-04-18,713341358,
113318-0,Omega,-2.65124,32.63913,,Mwanza Region,Sengerema District,Sengerema DC,Ibisabageni,Mjini kati,Level IA2 (Dispensary Laboratory),,Private,05-01-18,755743018,
110929-7,Omega Optic,-6.77158,39.2704,,Dar es Salaam Region,Kinondoni District,Kinondoni MC,Msasani,Mikoroshini,Eye Clinic,,Private,,,
106927-7,Omek Family,-6.80086,39.20305,Omeki Family,Dar es Salaam Region,Ubungo District,Ubungo MC,Makuburi,Kibangu,Dispensary,,Private,09-06-97,715071373,
106924-4,Omubweya,-1.60316,31.3784,Omubweya,Kagera Region,Bukoba District,Bukoba DC,Kibirizi,Omubweya,Dispensary,,Public,01-01-70,282220287,3
102379-5,Omukaliro,-1.81124,31.04121,Omukaliro,Kagera Region,Karagwe District,Karagwe DC,Nyakasimbi,Nyakasimbi,Dispensary,,Private,,,3
111581-5,Omulinga,-5.016078,32.805723,OMULINGA HEALTH CENTER,Tabora Region,Tabora District,Tabora MC,Gongoni,Soko,Health Center,,Private,,262604303,
106930-1,Omurunazi,-1.71719,31.4983,Omurunazi Dispensary,Kagera Region,Muleba District,Muleba DC,Mushabago,Omurunazi,Dispensary,,Public,,2.55282E+11,1
108917-6,Omurusimbi,-1.63191,31.09437,Omurusimbi,Kagera Region,Karagwe District,Karagwe DC,Nyakahanga,Omurusimbi,Dispensary,,Public,01-11-13,,4
112990-7,ONA optical Centre,,,,Lindi Region,Lindi District,Lindi MC,Makonde,Shekhe Badi,Optometry Clinic,,Private,01-01-70,0783728021&0753413231,
120424-7,One Health,,,one health polyclinic,Dar es Salaam Region,Ilala District,Ilala MC,Kivule,Kivule,Poly Clinic,,Private,26-01-20,"652,113,490",
108657-8,One way,-6.7917,39.24683,One way,Dar es Salaam Region,Kinondoni District,Kinondoni MC,Tandale,Kwa Mtogole,Dispensary,,Private,01-01-70,673245524,4
114214-0,Onesmo One Optical Centre,,,,Singida Region,Singida District,Singida MC,Ipembe,Soko,Optometry Clinic,,Private,01-01-70,769414959,
112866-9,Onna Sight centre,-6.17916,35.74771,Onna Sight Centre,Dodoma Region,Dodoma District,Dodoma MC,Viwandani,Tofiki,Optometry Clinic,,Private,01-01-70,656234747,
112167-2,OPD-MMC,-6.728151,37.659567,MKUNDI,Morogoro Region,Morogoro District,Morogoro MC,Kihonda,,Health Center,,Public,,,2
114021-9,Oprah,-6.93,39.24372,,Dar es Salaam Region,Temeke District,Temeke MC,Charambe,Majimatitu B,Health Center,,Private,01-01-70,2.55658E+11,24
110781-2,Optic zone,-6.76688,39.26174,Optic zone,Dar es Salaam Region,Kinondoni District,Kinondoni MC,Mikocheni,Mikocheni B,Eye Clinic,,Private,,787400933,
112635-8,Optical Centre,-6.6589,39.184,Optic Centre,Dar es Salaam Region,Kinondoni District,Kinondoni MC,Kawe,Mzimuni,Optometry Clinic,,Private,03-03-14,719196462,
114190-2,Optical Centre (T)LTD Mbagala Brch,,,,Dar es Salaam Region,Temeke District,Temeke MC,Mbagala,Mbagala,Optometry Clinic,,Private,01-01-70,773252999,
112931-1,Opticare,,,,Tanga Region,Korogwe District,Korogwe TC,Manundu,Mbeza,Optometry Clinic,,Private,01-01-70,,
106931-9,Orbesh,,,,Manyara Region,Babati District,Babati DC,Ufana,Orbesh,Dispensary,Foundation,Public,,,
113630-8,Orbit,-3.370503,36.699593,,Arusha Region,Arusha District,Arusha CC,Sekei,Mahakama,Poly Clinic,Foundation,Private,,,
115241-2,Orboshan,,,,Arusha Region,Karatu District,Karatu DC,Buger,Buger,Dispensary,Foundation,Public,01-01-70,,
109543-9,Oriental,-7.77645,35.70133,Sokoni,Iringa Region,Iringa District,Iringa MC,Gangilonga,Sabasaba,Dispensary,,Private,,,
106934-3,Orkesumet,-4.46411,37.1923,,Manyara Region,Simanjiro District,Simanjiro DC,Orkesumet,Orkesmet,Dispensary,,Public,,,
106937-6,Orkesumet,-4.457219,37.191948,Mkumbi HC,Manyara Region,Simanjiro District,Simanjiro DC,Orkesumet,Orkesmet,Health Center,,Public,,,21
106935-0,Orkesumet Orkesument Hospita VAH,-4.45903,37.2021,,Manyara Region,Simanjiro District,Simanjiro DC,Orkesumet,Orkesmet,Hospital at District Level,,Private,01-06-04,,98
106936-8,Orkesumet TAG,-4.46613,37.2021,Engarembuan,Manyara Region,Simanjiro District,Simanjiro DC,Orkesumet,Orkesmet,Dispensary,,Private,,,6
113903-9,Orkine,-6.748,36.524745,,Manyara Region,Kiteto District,Kiteto DC,Songambele,,Dispensary,,Public,01-04-21,,
112460-1,Ormekeke,-3.156426,35.285499,,Arusha Region,Ngorongoro District,Ngorongoro DC,Enduleni,Enduleni,Dispensary,,Public,01-01-70,,2
106938-4,Osinoni,,,Osinon,Arusha Region,Ngorongoro District,Ngorongoro DC,Kakesio,Osinoni,Health Center,,Public,01-01-70,,5
106939-2,Osiri,-1.13349,34.1597,Osiri,Mara Region,Rorya District,Rorya DC,Roche,Roche,Dispensary,Foundation,Public,,,
109822-7,Osteti,-5.52463,36.32086,Osteti,Manyara Region,Kiteto District,Kiteto DC,Chapakazi,Osteti,Dispensary,,Public,08-03-14,,2
114499-7,Oswe,-9.17797,32.8634,Oswe Dispensary,Songwe Region,Mbozi District,Mbozi DC,Ihanda,Ihanda,Dispensary,,Private,01-01-70,,4
106941-8,Ovada,-5.180528,35.243912,OVADA,Dodoma Region,Chemba District,Chemba DC,Ovada,Ovada,Dispensary,,Public,,,
106942-6,Ovada VA,-5.183049,35.240048,OVADA MISSION,Dodoma Region,Chemba District,Chemba DC,Ovada,Ovada,Dispensary,,Private,,,2
106944-2,Oysterbay,-6.75768,39.281643,Oysterbay,Dar es Salaam Region,Kinondoni District,Kinondoni MC,Msasani,Oysterbay,Hospital at District Level,,Private,,,
106945-9,Oysterbay Police,Not Set,Not Set,Oysterbay police,Dar es Salaam Region,Kinondoni District,Kinondoni MC,Msasani,Oysterbay,Dispensary,,Public,01-01-70,247668,2
110909-9,Ozzanne,-8.911619999999999,33.4718,Ozzanne,Mbeya Region,Mbeya District,Mbeya CC,Ruanda,Soweto,Dispensary,,Private,10-01-11,252500146,4
106946-7,P &F,,,,Dar es Salaam Region,Ilala District,Ilala MC,,,Dispensary,,Private,,,
110814-1,P -Consultant,-6.807309,39.275168,Patience Luoga Njenje,Dar es Salaam Region,Ilala District,Ilala MC,Upanga Magharibi,Fire,Medical Clinic,,Private,09-09-14,715262798,2
111364-6,P- Consultant medical clinic,-6.80395,39.15354,,Dar es Salaam Region,Ubungo District,Ubungo MC,Kimara,Golani,Medical Clinic,,Private,,,
113005-3,P-Consultant,,,,Dar es Salaam Region,Kigamboni District,Kigamboni MC,Vijibweni,,Level IA2 (Dispensary Laboratory),,Private,,,
112084-9,P-Consultant Medical,-6.8689,39.33329,PCMC Health Care,Dar es Salaam Region,Kigamboni District,Kigamboni MC,Kibada,Kifurukwe,Medical Clinic,,Private,05-01-17,657993793,4
113266-1,P.N,-6.80877,39.23691,,Dar es Salaam Region,Ubungo District,Ubungo MC,Mburahati,Barafu,Level IA2 (Dispensary Laboratory),,Private,,717010300,
106948-3,PAG Sanawari,,,,Arusha Region,Arusha District,Arusha CC,Themi,,Dispensary,,Private,,,
106949-1,PAG Sombetini,,,,Arusha Region,Arusha District,Arusha CC,Sombetini,,Dispensary,,Private,,,
112504-6,Pagae,-7.6704,39.0297,Pagae,Pwani Region,Rufiji District,Kibiti DC,Bungu,Pagae,Dispensary,,Public,11-12-18,,1
106950-9,Pagwi,-5.81595,37.12733,Pagwi,Tanga Region,Kilindi District,Kilindi DC,Pagwi,Lumotio,Dispensary,,Public,,,2
114999-6,Pagwi asili,,,Pagwi asili,Tanga Region,Kilindi District,Kilindi DC,Pagwi,Pagwi,Dispensary,Foundation,Public,06-09-20,,
106952-5,Pahi,-4.721158,35.922232,,Dodoma Region,Kondoa District,Kondoa DC,Pahi,Pahi,Dispensary,,Private,,,
106951-7,Pahi Govt,-4.720208,35.91694,,Dodoma Region,Kondoa District,Kondoa DC,Pahi,Pahi,Dispensary,,Public,,,4
112159-9,Pain management,-6.804811,39.282146,,Dar es Salaam Region,Ilala District,Ilala MC,Upanga Magharibi,Charambe,Medical Clinic,,Private,,715470606,2
106953-3,Paji,-3.53835,34.44856,Paji,Simiyu Region,Meatu District,Meatu DC,Kimali,Paji,Dispensary,,Public,01-01-70,,1
111476-8,Palaka,-7.13614,38.8006,Palaka Dispensary,Pwani Region,Kisarawe District,Kisarawe DC,Marumbo,Palaka,Dispensary,,Public,01-01-70,,2
106954-1,Palangawanu,-8.980191,34.590287,Palangawanu,Njombe Region,Wanging'ombe District,Wanging'ombe DC,Igwachanya,Palangawanu,Dispensary,,Public,07-01-67,,5
112865-1,Palex,-2.696469,32.023936,,Geita Region,Geita District,Geita DC,Kagu,Kagu,Level IA2 (Dispensary Laboratory),,Private,,,
106955-8,Pamila,-4.882194,29.921168,Zahanati ya Pamila,Kigoma Region,Kigoma District,Kigoma DC,Matendo,Pamila,Dispensary,,Public,,,
111143-4,Pamoja,-3.319268,36.635234,Pamoja,Arusha Region,Arusha District,Arusha DC,Olorieni,Olorien,Dispensary,,Private,02-09-15,762219835,10
106956-6,Pamoja Calvary,,,Pamoja Calvary,Tabora Region,Kaliua District,Kaliua DC,,,Dispensary,,Private,,,2
106957-4,Pamoja tunaweza,-3.330216,37.344352,pamoja tunaweza,Kilimanjaro Region,Moshi District,Moshi MC,Rau,Karikacha,Dispensary,,Private,,0769-537735,4
106958-2,Panda Hill Secondary,-8.960381999999999,33.247201,Panda Hill Secondary,Mbeya Region,Mbeya District,Mbeya DC,Bonde la Songwe,Idiga Songwe,Dispensary,,Private,01-01-70,,4
106959-0,Pandambili,-6.082511,36.731586,Pandambili,Dodoma Region,Kongwa District,Kongwa DC,Pandambili,Pandambili,Dispensary,,Public,04-12-05,,
106960-8,Pandambili,-5.82445,37.49994,pandambili,Morogoro Region,Mvomero District,Mvomero DC,Kibati,Pandambili,Dispensary,,Public,10-07-10,,2
111333-1,Pande,-6.4904,38.9774,zahanati ya pande,Pwani Region,Bagamoyo District,Bagamoyo DC,Zinga,Pande,Dispensary,,Public,02-02-15,,6
106961-6,Pande,-5.053995,38.948792,Pande Dispensary,Tanga Region,Tanga District,Tanga CC,Kiomoni,Pande B,Dispensary,,Public,07-01-76,,1
106962-4,Pande,-9.131270000000001,39.5631,PANDE,Lindi Region,Kilwa District,Kilwa DC,Pande Mikoma,Nakimweramikoma,Health Center,,Public,,,
106963-2,Pande JWTZ,Not Set,Not Set,,Tanga Region,Tanga District,Tanga CC,Kiomoni,Pande A,Dispensary,,Public,,,2
106964-0,Pangaboi,-10.11834,39.86985,Pangaboi,Lindi Region,Lindi District,Lindi DC,Nachunyu,Nachunyu,Health Center,,Public,,,23
106965-7,Pangale,-5.29254,32.7109,Pangale,Tabora Region,Sikonge District,Sikonge DC,Pangale,Pangale,Dispensary,,Public,04-09-71,,2
106967-3,Pangani,-5.42626,38.9715,,Tanga Region,Pangani District,Pangani DC,Pangani Magharibi,Kumba,District Hospital,,Public,02-02-68,,102
106968-1,Pangani Falls,-5.35748,38.6564,,Tanga Region,Muheza District,Muheza DC,Mhamba,Bwitini,Dispensary,,Private,,,
106969-9,Pangaro,-3.88078,37.7283,,Kilimanjaro Region,Mwanga District,Mwanga DC,Mgagao,Pangaro,Dispensary,,Public,,,
110595-6,Pangasega,-6.76833,39.1589,Panga Sega,Dar es Salaam Region,Ubungo District,Ubungo MC,Saranga,King'ongo,Dispensary,,Private,06-11-15,0754270712/0717957595,2
106972-3,Pangawe JWTZ,Not Set,Not Set,Pangawe JWTZ,Morogoro Region,Morogoro District,Morogoro DC,Mkambarani,Pangawe,Dispensary,,Public,,,20
106971-5,Pangawe Kijijini,-6.79925,37.79339,Pangawe Kijijini,Morogoro Region,Morogoro District,Morogoro DC,Mkambarani,Pangawe,Dispensary,,Public,01-01-70,,2
106973-1,Pangawe Sisal,-6.76584,37.7789,,Morogoro Region,Morogoro District,Morogoro DC,Mkambarani,,Dispensary,,Public,,,
111272-1,Panorama,-2.96392,33.33603,Panorama,Mwanza Region,Kwimba District,Kwimba DC,Ngudu,Kakora,Health Center,,Private,08-03-15,756501678,8
106974-9,Panyakoo,-1.14258,34.2233,Panyakoo,Mara Region,Rorya District,Rorya DC,Goribe,Panyakoo,Dispensary,,Public,05-05-82,,
111886-8,Paradigms,-6.81792,39.1566,,Dar es Salaam Region,Ubungo District,Ubungo MC,Kimara,Golani,Health Center,,Private,23-10-17,763109990,27
109304-6,Paradise,-1.51906,33.80659,Paradise,Mara Region,Musoma District,Musoma MC,Nyakato,Maziwa,Level III Single purpose Health Laboratory,,Private,,,
113030-1,Paradise,-4.88732,29.65771,,Kigoma Region,Kigoma District,Kigoma Ujiji MC,Katubuka,,Level IA2 (Dispensary Laboratory),,Private,11-09-18,,
113067-3,Paradise,-10.94913,34.99765,mbinga B,Ruvuma Region,Mbinga District,Mbinga TC,Mbinga Mjini,Mbinga B,Level IA2 (Dispensary Laboratory),,Private,01-01-70,,
110910-7,Paradise Specialized,-8.901999999999999,33.54245,Paradise dispensary,Mbeya Region,Mbeya District,Mbeya CC,Uyole,Hasanga,Dispensary,,Private,03-03-14,685019250,
106976-4,Paradiso,-10.59352,35.02747,Paradiro Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Ruanda,Paradiso,Dispensary,,Public,07-01-80,,
112269-6,Paramawe,-7.2931,31.05306,Paramawe,Rukwa Region,Nkasi District,Nkasi DC,Mtenga,Paramawe,Dispensary,,Public,05-07-18,252830006,2
112907-1,Paramount,-3.372382,36.604526,,Arusha Region,Arusha District,Arusha CC,Olmoti,Ngaramtoni ya Chini,Hospital at District Level,,Private,01-02-19,754264874,48
106977-2,Parane SDA,-4.39848,38.0031,,Kilimanjaro Region,Same District,Same DC,Myamba,Kitubwa,Dispensary,,Private,,,
106978-0,Parangu,-10.608333,35.496944,,Ruvuma Region,Songea District,Songea DC,Peramiho,Parangu,Dispensary,,Public,,,5
106979-8,Park- Nyigoti,-1.95081,34.66076,Park Nyigoti Dispensary,Mara Region,Serengeti District,Serengeti DC,Ikoma,Park Nyigoti,Dispensary,,Public,01-01-70,,1
112442-9,Pasaka,-6.93554,39.28228,,Dar es Salaam Region,Temeke District,Temeke MC,Toangoma,Mzinga,Dispensary,,Private,01-01-70,,4
115374-1,Pashungu,-9.143936,33.328165,Pashungu,Mbeya Region,Mbeya District,Mbeya DC,Itawa,Pashungu,Dispensary,Foundation,Public,01-01-70,,
106980-6,Pasiansi,-2.4741,32.9097,Pasiansi,Mwanza Region,Ilemela District,Ilemela MC,Pasiansi,Pasiansi juu,Dispensary,,Public,07-01-71,,
107339-4,Pasiansi SDA,-2.47862,32.9108,SDA Pasiansi,Mwanza Region,Ilemela District,Ilemela MC,Pasiansi,Pasiansi Mashariki 'A',Hospital at District Level,,Private,05-06-06,,16
106981-4,Pasua,-3.37059,37.33872,Pasua,Kilimanjaro Region,Moshi District,Moshi MC,Boma Mbuzi,Kanisani,Health Center,,Public,05-02-97,737212022,37
109478-8,Patamela,-8.36698,33.06231,Patamela,Songwe Region,Songwe District,Songwe DC,Saza,Patamela,Dispensary,,Public,06-08-20,,1
106982-2,Patandi,-3.37307,36.7869,Patandi Dispensary,Arusha Region,Arumeru District,Meru DC,Akheri,Patandi,Dispensary,,Private,07-01-08,,2
113094-7,Patmo,,,,Ruvuma Region,Songea District,Madaba DC,Mahanje,,Level IA2 (Dispensary Laboratory),,Private,,,
112835-4,Patmo,-2.87381,32.22276,Patmo Health Lab,Geita Region,Geita District,Geita TC,Kalangalala,,Level IA2 (Dispensary Laboratory),,Private,,,
113400-6,Patmo,-2.470535,32.916668,,Mwanza Region,Ilemela District,Ilemela MC,Pasiansi,,Level IA2 (Dispensary Laboratory),,Private,,,
113234-9,Patmo,-2.470535,32.9166,,Mwanza Region,Ilemela District,Ilemela MC,Ilemela,Lumala Mashariki,Dispensary,,Private,03-11-19,,
113104-4,Paul Mhoja,,,,Simiyu Region,Bariadi District,Bariadi TC,Malambo,,Level IA2 (Dispensary Laboratory),,Private,,,
106983-0,Pauline,-8.937620000000001,33.34794,St. Pauline,Mbeya Region,Mbeya District,Mbeya DC,Nsalala,Tunduma Road,Dispensary,,Private,01-01-70,,6
109517-3,Pawaga Prison,Not Set,Not Set,,Iringa Region,Iringa District,Iringa DC,Itunundu,Kimande,Dispensary,,Public,,,
111555-9,Pax Square,-7.50073,31.04047,Pax Square Dispensary,Rukwa Region,Nkasi District,Nkasi DC,Nkomolo,Soko Juu,Dispensary,,Private,,,
113227-3,PC,,,PC,Tanga Region,Tanga District,Tanga CC,Maweni,Kichangani,Level IA2 (Dispensary Laboratory),,Private,08-11-16,787771767,
113271-1,PCMC,,,,Dar es Salaam Region,Ubungo District,Ubungo MC,Kimara,,Level IA2 (Dispensary Laboratory),,Private,,,
113463-4,PCMC,,,,Dar es Salaam Region,Ilala District,Ilala MC,Upanga Mashariki,,Level IA2 (Dispensary Laboratory),,Private,09-09-14,,
114838-6,Pcmc polyclinic,-10.75443,35.1468,Pcmc madactari bingwa,Ruvuma Region,Mbinga District,Mbinga DC,Mkako,Mkako,Poly Clinic,,Private,01-01-70,769908370,7
112661-4,Peace,,,Peace,Geita Region,Geita District,Geita DC,Nyawilimilwa,,Maternity Home,,Private,,754437958,
112648-1,Peace Eye,-6.817197,39.27388,,Dar es Salaam Region,Ilala District,Ilala MC,Jangwani,Mnazi Mmoja,Optometry Clinic,,Private,01-01-70,713336211,
113420-4,Peace Prinmat,-2.90933,32.26236,Peace Prinmat,Geita Region,Geita District,Geita TC,Kalangalala,Nyamakale,Maternity and Nursing Home,,Private,01-01-19,687526566,3
113428-7,Pega,,,,Dar es Salaam Region,Ilala District,Ilala MC,Gongo la Mboto,Ulongoni,Level IA2 (Dispensary Laboratory),,Private,01-01-70,,
106985-5,Peko Misegese,-6.99154,37.58237,,Morogoro Region,Mvomero District,Mvomero DC,Mlali,Peko Misegese,Dispensary,,Public,,,3
114265-2,Pelina,,,,Pwani Region,Kibaha District,Kibaha TC,Maili Moja,,Level IA2 (Dispensary Laboratory),,Private,,752641979,
111194-7,Peluanda,-9.318440000000001,34.844076,Peruanda disp,Njombe Region,Njombe District,Njombe TC,Mjimwema,,Dispensary,,Public,01-01-70,,1
106986-3,Pemba,-6.00066,37.514,Pemba,Morogoro Region,Mvomero District,Mvomero DC,Kibati,Pemba,Dispensary,,Public,09-06-61,,3
110731-7,Pembamnazi,-7.1637,39.50975,Pembamnazi,Dar es Salaam Region,Kigamboni District,Kigamboni MC,Pembamnazi,Pemba senta,Dispensary,,Public,,,
106987-1,Pembamoto,-6.26211,36.8368,,Dodoma Region,Kongwa District,Kongwa DC,Nghumbi,Pembamoto,Dispensary,,Public,,,
112939-4,Pembezone Optical Eye Care -,,,,Njombe Region,Njombe District,Njombe TC,Njombe Mjini,,Optometry Clinic,,Private,01-01-70,784369798,
106989-7,Pendo Nursing/Matern,-6.78405,39.1663,,Dar es Salaam Region,Ubungo District,Ubungo MC,Saranga,King'ongo,Dispensary,,Private,,,
111111-1,Peninsula,,,Peninsula,Dar es Salaam Region,Kinondoni District,Kinondoni MC,Msasani,Mikoroshini,Basic Dental Clinic,,Private,,,
113784-3,Pentekoste,,,Zahanati ya Mahungururu,Mbeya Region,Mbarali District,Mbarali DC,Ubaruku,Ubaruku,Dispensary,,Private,09-01-19,755453453,4
101093-3,Pentekoste Endasak,-4.42606,35.50999,Pentecostal Endasak,Manyara Region,Hanang District,Hanang DC,Endasak,Endasak,Dispensary,,Private,04-04-05,,
111816-5,PENUEL AFYACARE POLYCLINIC,-6.82148,39.20001,PENUEL AFYACARE POLYCLINIC,Dar es Salaam Region,Ilala District,Ilala MC,Kimanga,Kimanga,Dispensary,,Private,01-07-19,713267336,4
109712-0,Penueli,-3.364703,37.065056,,Arusha Region,Arumeru District,Meru DC,King'ori,Kolila,Dispensary,,Private,07-01-13,,2
112457-7,Penzi,-3.81311,32.70988,Penzi,Shinyanga Region,Kahama District,Kahama TC,Mondo,Mondo,Dispensary,,Public,01-01-70,,2
114801-4,Pera,-6.65566,38.43076,Pera,Pwani Region,Bagamoyo District,Chalinze DC,Pera,Pera,Dispensary,Foundation,Public,01-01-70,,
111872-8,Peramiho B,-10.623288,35.456831,Peramiho B dispensary,Ruvuma Region,Songea District,Songea DC,Peramiho,Peramiho'B',Dispensary,,Public,,,1
110768-9,Perfect Point Eye Centre,-6.66937,39.19055,Perfect Point Eye Centre,Dar es Salaam Region,Kinondoni District,Kinondoni MC,Bunju,Basihaya,Optometry Clinic,,Private,01-01-70,717332793,
106991-3,Perozi Prinmat,-1.26452,34.4781,PEROSE,Mara Region,Tarime District,Tarime DC,Nyamaranga,Gwitiryo,Maternity Home,,Private,07-04-08,763451628,8
106992-1,Peter,-6.78558,39.2287,,Dar es Salaam Region,Ubungo District,Ubungo MC,Sinza,Sinza D,Dispensary,,Private,,,
106993-9,Phamca,-6.78541,39.2243,,Dar es Salaam Region,Ubungo District,Ubungo MC,Sinza,Sinza D,Dispensary,,Private,,,
112777-8,Phaview (T) LTD,-6.815782,39.282513,,Dar es Salaam Region,Ilala District,Ilala MC,Kisutu,Mtendeni,Optometry Clinic,,Private,01-01-70,713888108,
114692-7,Physiotherapy Centre,-6.34621,38,Physiotherapy,Dar es Salaam Region,Ilala District,Ilala MC,Upanga Magharibi,Fire,Physiotherapy Clinic,,Private,16-12-19,2.55769E+11,
106996-2,Pingalame,-5.641063,36.425739,Pingalame,Dodoma Region,Kongwa District,Kongwa DC,Zoissa,Pingalame,Dispensary,,Public,03-12-03,,1
106997-0,Pinyinyi,-2.31298,35.94426,,Arusha Region,Ngorongoro District,Ngorongoro DC,Pinyinyi,Pinyinyi,Dispensary,,Public,02-01-15,,
106998-8,Pisalala,-7.78368,35.69434,Pisalala,Iringa Region,Iringa District,Iringa MC,Kitanzini,Jamati,Dispensary,,Private,01-08-08,262701442,5
106999-6,Pito,-8.112779,31.639897,Pito,Rukwa Region,Sumbawanga District,Sumbawanga MC,Pito,Pito,Dispensary,,Private,09-06-97,,2
120420-5,PIUS,,,PIUS,Dar es Salaam Region,Temeke District,Temeke MC,Toangoma,Goroka,Dispensary,,Private,30-03-16,"752,014,680",
107000-2,Piyaya,-2.58141,35.50269,,Arusha Region,Ngorongoro District,Ngorongoro DC,Malambo,Piyaya,Dispensary,,Private,07-01-93,,
120252-2,Plumtree,03.03871,0:31.22218,Plumtree,Kagera Region,Biharamulo District,Biharamulo DC,Lusahunga,Nyakanazi,Dispensary,,Private,27-02-21,758254882,
107001-0,PNDT,,,PNDT,Dar es Salaam Region,Kinondoni District,Kinondoni MC,Kawe,,Dispensary,,Private,,,
112417-1,Poa Arafa Charitable,-6.70772,39.10942,Poa Dispensary,Dar es Salaam Region,Ubungo District,Ubungo MC,Mbezi,Msumi,Dispensary,,Private,07-01-18,,4
112405-6,Pole,-6.45678,38.2145,Pole,Morogoro Region,Morogoro District,Morogoro MC,Kichangani,Mwande,Dispensary,,Private,01-01-70,,
107002-8,Pole,-9.999169999999999,39.715729,Pole,Lindi Region,Lindi District,Lindi MC,Makonde,Amani,Dispensary,,Private,07-12-97,,4
107003-6,Poli,-3.349487,36.79779,Poli,Arusha Region,Arumeru District,Meru DC,Poli,Poli,Health Center,,Public,01-01-70,,1
107005-1,Police,Not Set,Not Set,Police,Tabora Region,Tabora District,Tabora MC,Kanyenye,VETA,Dispensary,,Public,,,
107008-5,Police,Not Set,Not Set,,Arusha Region,Arusha District,Arusha CC,Sekei,Naura,Dispensary,,Public,,146,2
107009-3,Police,Not Set,Not Set,Police,Lindi Region,Lindi District,Lindi MC,Mikumbi,Uganda,Dispensary,,Public,,,
107010-1,Police,Not Set,Not Set,,Pwani Region,Kibaha District,Kibaha TC,Tumbi,Mkoani B,Dispensary,,Public,,,
107020-0,Police,-4.8203,34.74567,Police,Singida Region,Singida District,Singida MC,Utemini,Utemini,Dispensary,,Public,,,
113606-8,Police,Not Set,Not Set,Line police,Shinyanga Region,Kahama District,Kahama TC,Nyahanga,Nyahanga,Dispensary,,Public,01-01-70,,2
107007-7,Police,Not Set,Not Set,Police,Iringa Region,Iringa District,Iringa MC,Gangilonga,F.F.U,Dispensary,,Public,01-01-70,,4
107006-9,Police,Not Set,Not Set,Police Dispensary,Mtwara Region,Mtwara District,Mtwara MC,Shangani,Ligula shuleni,Dispensary,,Public,04-10-89,,2
107017-6,Police,Not Set,Not Set,Police,Kigoma Region,Kigoma District,Kigoma Ujiji MC,Bangwe,Kamala,Dispensary,,Public,01-01-70,,1
107011-9,Police Central,Not Set,Not Set,police,Dodoma Region,Dodoma District,Dodoma MC,Kilimani,Kilimani,Health Center,,Public,,,6
107012-7,Police FFU,Not Set,Not Set,,Morogoro Region,Morogoro District,Morogoro MC,Boma,Madizini (Magereza),Dispensary,,Public,,,
111039-4,Police Kidatu,Not Set,Not Set,Police Kidatu,Morogoro Region,Kilombero District,Ifakara TC,Kidatu,Mkamba,Dispensary,,Public,,232939001,5
